"구분별(1)",구분별(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021
"구분별(1)",구분별(2),사례수 (건),하루에도 여러번 (%),하루1번(매일) (%),1주일에 5~6회 (%),1주일에 3~4회 (%),1주일에 1~2회 (%),월1~3회 (%),월1회 (%),분기/연간1회 (%),사례수 (건),하루에도 여러번 (%),하루1번(매일) (%),1주일에 5~6회 (%),1주일에 3~4회 (%),1주일에 1~2회 (%),월1~3회 (%),월1회 (%),분기/연간1회 (%),사례수 (건),하루에도 여러번 (%),하루1번(매일) (%),1주일에 5~6회 (%),1주일에 3~4회 (%),1주일에 1~2회 (%),월1~3회 (%),월1회 (%),분기/연간1회 (%)
"전체",소계,4458,20.8,13.4,8.5,13.8,28.9,11.2,2.9,0.5,7434,35.0,15.4,10.3,14.1,18.0,5.3,1.7,0.1,8294,36.5,15.0,9.2,14.7,17.9,5.6,1.0,-
"성별",남,2376,21.8,12.8,8.8,14.2,27.8,11.2,2.9,0.4,3872,35.4,16.2,10.3,13.6,17.8,4.9,1.7,0.2,4284,36.7,15.8,9.3,13.8,18.1,5.0,1.3,-
"성별",여,2082,19.6,14.0,8.1,13.4,30.2,11.1,3.0,0.6,3562,34.6,14.6,10.3,14.7,18.3,5.8,1.7,0.0,4010,36.2,14.1,9.2,15.7,17.7,6.3,0.6,-
"연령",만10대미만,81,22.4,18.5,10.3,5.8,16.0,22.5,4.5,0.0,173,45.2,19.2,5.4,6.7,21.0,2.4,0.0,0.0,174,33.2,21.9,7.2,13.2,19.6,3.8,1.1,0.0
"연령",만10-19세,502,34.5,12.6,12.3,11.1,19.9,6.3,2.0,1.3,825,45.9,16.0,10.3,10.3,14.3,1.7,1.2,0.2,880,50.0,14.3,11.0,10.5,11.9,2.0,0.4,0.0
"연령",만20-29세,1022,27.8,13.3,9.4,13.2,30.3,4.7,1.1,0.1,1378,45.9,17.4,9.1,9.1,17.6,0.8,0.2,0.0,1381,51.0,14.5,8.2,11.1,14.1,1.0,0.1,0.0
"연령",만30-39세,979,17.5,13.3,9.5,18.7,26.7,11.0,3.4,0.0,1420,32.9,15.9,11.0,15.4,18.6,4.3,1.5,0.5,1390,35.4,16.0,11.8,16.8,15.1,4.6,0.3,0.0
"연령",만40-49세,868,14.9,14.4,6.9,14.7,32.9,12.5,3.1,0.6,1481,30.1,14.4,11.4,17.5,17.3,7.8,1.5,0.0,1586,33.3,15.7,8.3,13.6,20.1,7.9,1.2,0.0
"연령",만50-59세,684,16.9,12.9,5.7,11.2,32.2,16.6,3.4,1.0,1373,27.1,13.7,10.7,16.8,19.2,10.0,2.5,0.0,1581,29.6,13.4,8.1,17.5,20.4,8.9,2.0,0.1
"연령",만60-69세,274,10.0,12.5,6.0,10.4,29.8,23.8,7.5,0.0,666,28.4,15.4,9.6,15.4,20.0,6.7,4.6,0.0,1026,25.1,15.8,9.6,18.2,22.7,7.0,1.4,0.1
"연령",만70세이상,49,12.8,9.6,7.4,9.8,38.5,11.7,4.0,6.2,119,32.3,9.8,7.7,16.1,23.9,5.7,4.6,0.0,275,28.7,12.5,8.3,14.4,24.2,9.9,1.8,0.1
"월평균소득",소득없음,1538,27.5,14.1,8.5,11.6,25.4,9.6,2.6,0.7,2477,43.5,13.3,10.1,11.8,15.7,4.3,1.3,0.1,2631,44.3,14.2,9.1,13.4,14.1,4.3,0.7,-
"월평균소득",50만원미만,106,27.9,24.8,4.9,3.0,23.2,12.4,2.5,1.2,138,54.8,9.2,3.5,9.4,14.8,3.7,4.6,0.0,176,39.3,7.2,10.2,11.3,21.1,8.5,2.4,0.0
"월평균소득",50-100만원미만,137,27.7,6.2,21.0,8.7,26.4,5.5,2.1,2.4,222,29.5,12.2,8.4,9.0,32.2,6.1,2.8,0.0,318,37.9,11.9,8.1,9.2,27.0,5.7,0.2,0.0
"월평균소득",100-200만원미만,800,13.9,11.8,7.1,13.3,33.1,15.8,4.9,0.1,1120,30.2,11.5,10.8,14.4,23.9,7.4,1.8,0.0,1094,26.1,14.1,9.3,17.7,24.7,6.6,1.5,-
"월평균소득",200-300만원미만,1081,16.0,12.6,9.0,18.4,30.1,10.8,2.9,0.2,1961,27.9,20.0,10.2,17.4,17.4,5.6,1.5,0.0,2118,34.5,17.7,10.1,16.4,14.6,5.7,1.0,0.0
"월평균소득",300-400만원미만,505,17.3,15.2,8.6,15.4,31.3,10.1,2.0,0.1,1026,30.6,16.4,12.2,16.5,17.8,4.9,1.6,0.0,1326,32.3,15.4,9.2,14.5,21.1,6.8,0.7,0.0
"월평균소득",400-500만원미만,173,22.2,11.1,2.9,14.4,34.1,12.9,2.2,0.2,266,35.2,19.8,10.0,11.1,16.5,6.5,1.0,0.0,358,34.7,14.6,7.6,14.5,20.6,7.4,0.6,0.0
"월평균소득",500만원이상,118,21.5,14.8,9.7,12.8,26.8,10.3,1.7,2.3,224,41.0,15.6,8.6,10.3,11.5,4.6,5.2,3.1,272,37.9,12.8,7.5,12.4,21.4,4.2,3.4,0.5
"학력1",미취학,9,0.0,35.6,51.2,0.0,0.0,13.2,0.0,0.0,13,57.8,18.3,0.0,10.7,13.3,0.0,0.0,0.0,17,13.3,12.2,0.0,57.1,17.4,0.0,0.0,0.0
"학력1",초졸이하,258,31.0,11.5,13.7,7.1,18.7,12.0,5.0,1.1,540,39.6,19.3,8.1,9.6,18.9,2.9,1.3,0.3,665,36.5,17.5,12.5,12.3,17.3,3.2,0.7,-
"학력1",중졸이하,267,22.1,12.3,9.9,8.8,24.5,16.5,4.2,1.8,505,36.4,14.9,11.0,11.3,16.9,5.8,3.6,0.0,592,36.8,11.5,9.4,11.6,22.0,7.5,1.2,0.0
"학력1",고졸이하,1338,15.2,12.0,8.0,14.2,31.6,15.5,3.1,0.4,2352,29.9,13.1,11.3,18.2,17.9,7.4,2.1,0.0,2739,31.7,15.9,8.4,16.3,19.0,7.2,1.5,-
"학력1",대졸이하,2493,22.5,14.5,8.0,15.0,29.0,8.1,2.5,0.4,3892,37.4,15.9,9.9,12.9,18.1,4.3,1.3,0.2,4138,39.4,14.3,9.4,14.6,16.6,5.0,0.6,-
"학력1",대학원재학이상,93,23.5,9.9,5.4,10.6,34.9,11.8,4.0,0.0,132,28.2,28.1,13.6,5.6,17.9,5.8,0.7,0.0,142,45.6,22.1,5.9,5.3,19.9,0.6,0.6,0.0
"지역",서울,699,22.1,12.2,5.4,9.5,33.6,14.2,2.5,0.5,1482,41.2,13.3,9.8,13.1,16.6,5.4,0.6,0.0,1626,33.4,14.4,9.6,14.0,20.3,8.0,0.4,0.0
"지역",부산,394,17.0,12.7,12.1,20.0,25.1,10.4,2.3,0.5,524,26.6,13.9,3.6,13.1,21.9,18.5,2.4,0.0,556,29.4,17.0,3.3,7.9,22.7,16.1,3.6,0.0
"지역",대구,174,35.3,13.8,3.9,6.7,21.7,11.1,6.3,1.0,335,49.8,17.4,4.1,8.4,12.1,3.8,4.3,0.0,358,45.7,18.4,5.1,10.5,14.7,2.9,2.2,0.4
"지역",인천,245,18.2,6.5,6.3,15.3,42.3,9.9,1.3,0.2,452,51.5,15.2,10.1,11.0,9.7,1.9,0.6,0.0,499,38.6,17.0,18.3,15.3,8.4,1.9,0.5,0.0
"지역",광주,110,17.0,6.0,14.8,24.6,25.3,9.5,2.9,0.0,248,18.1,19.2,15.9,16.3,28.1,2.0,0.4,0.0,263,16.7,11.9,16.7,24.5,26.6,3.2,0.4,0.0
"지역",대전,230,10.7,16.6,18.3,16.6,27.7,6.2,2.4,1.3,213,7.5,12.4,13.6,16.8,45.4,3.8,0.5,0.0,220,28.4,3.2,15.1,16.4,34.5,2.2,0.1,0.0
"지역",울산,150,11.1,15.5,12.0,22.9,22.6,15.0,0.7,0.0,176,34.4,15.1,19.7,19.9,4.8,1.8,4.1,0.0,187,35.9,37.9,9.5,5.4,6.4,2.9,2.0,0.0
"지역",경기,1041,25.7,16.3,4.9,12.1,27.6,10.5,2.1,0.7,1907,37.2,20.5,10.1,12.7,13.9,3.7,1.5,0.4,2227,46.9,16.3,5.6,11.6,15.1,4.1,0.5,0.0
"지역",강원,105,27.2,7.8,9.2,14.0,29.8,7.5,4.5,0.0,181,56.0,16.3,3.3,6.5,10.5,6.4,0.8,0.0,207,53.0,19.6,8.6,6.0,8.9,2.9,1.0,0.0
"지역",충북,250,14.1,2.7,18.5,23.0,27.6,9.3,4.9,0.0,264,10.2,16.9,12.5,26.7,32.8,0.8,0.1,0.0,280,32.7,11.6,12.7,31.1,10.9,1.0,0.0,0.0
"지역",충남,312,18.6,19.0,11.1,13.4,25.6,10.7,1.6,0.0,265,15.6,16.2,18.5,25.6,19.7,1.1,3.3,0.0,306,25.5,13.4,17.5,22.1,18.5,2.9,0.2,0.0
"지역",전북,139,15.5,0.5,4.5,18.2,33.1,10.0,16.2,2.0,262,35.3,13.1,12.7,12.5,25.7,0.8,0.0,0.0,293,26.4,5.8,18.5,20.8,24.7,3.2,0.3,0.3
"지역",전남,45,11.2,20.1,0.0,15.6,26.5,21.6,5.1,0.0,245,8.4,7.7,15.0,25.2,35.4,6.2,2.1,0.0,280,8.3,7.2,13.9,35.3,28.4,4.7,2.0,0.1
"지역",경북,135,53.8,9.5,2.0,5.3,15.3,9.8,3.8,0.5,291,65.6,10.8,3.8,4.0,6.0,2.7,7.1,0.0,318,56.3,13.3,5.2,8.1,9.5,5.2,2.4,0.0
"지역",경남,323,11.5,20.6,10.1,10.3,32.9,13.5,1.1,0.0,427,15.1,6.6,13.6,21.9,23.5,16.1,3.1,0.0,501,20.7,7.8,7.6,21.0,28.5,12.2,2.1,0.0
"지역",제주,59,15.8,30.9,3.6,2.6,24.6,17.3,4.6,0.7,83,81.7,9.1,1.2,2.1,5.2,0.7,0.0,0.0,85,70.4,15.4,2.6,2.9,7.4,1.3,0.0,0.0
"지역",세종,46,7.6,4.3,18.2,16.7,47.3,4.5,0.5,0.9,79,20.1,24.3,23.4,5.0,27.3,0.0,0.0,0.0,88,27.5,53.8,7.4,6.7,4.6,0.0,0.0,0.0
"지역구분2",시부,4258,20.6,13.6,8.4,13.8,29.3,11.0,2.7,0.5,7113,35.6,15.3,10.1,14.0,17.8,5.3,1.7,0.1,7881,36.4,15.2,9.3,14.8,17.7,5.6,0.9,-
"지역구분2",군부,200,23.5,9.6,9.4,13.7,21.2,14.0,8.6,0.0,321,22.3,17.0,14.2,16.2,22.7,5.8,1.7,0.0,413,37.2,12.2,7.6,13.9,21.1,6.3,1.6,0.1
"종사상지위",임금근로자,2314,16.4,12.7,8.1,16.2,31.0,12.3,3.2,0.2,3968,30.0,17.2,11.0,15.7,18.5,6.0,1.5,0.2,4440,33.1,15.6,9.6,16.0,18.4,6.2,0.9,0.0
"종사상지위",고용주,4258,20.6,13.6,8.4,13.8,29.3,11.0,2.7,0.5,110,26.2,17.8,15.1,15.9,17.3,4.5,3.3,0.0,141,35.0,19.3,7.4,10.3,20.4,6.1,1.5,0.0
"종사상지위",단독자영업자,200,23.5,9.6,9.4,13.7,21.2,14.0,8.6,0.0,535,29.6,15.3,8.0,16.7,21.3,5.7,3.4,0.0,623,27.5,14.5,8.5,15.4,24.6,7.5,1.9,0.3
"종사상지위",무급가족종사자,40,21.1,10.2,5.7,13.8,16.8,22.3,10.2,0.0,66,34.5,3.9,7.1,13.3,24.3,10.5,6.5,0.0,97,27.5,6.9,5.6,14.0,23.7,15.2,7.0,0.0
"종사상지위",무직,1707,28.0,14.2,9.3,10.9,25.5,8.9,2.4,0.7,2755,43.7,13.0,9.7,11.3,16.5,4.2,1.5,0.1,2992,43.7,14.3,9.0,12.9,15.4,4.0,0.6,-
"상세직업",관리자,100,23.0,11.9,4.9,10.3,31.0,15.5,3.4,0.0,189,33.3,21.5,6.7,16.0,15.5,6.8,0.1,0.0,208,33.6,20.0,8.9,8.1,20.9,7.5,1.0,0.0
"상세직업",전문가및관련종사자,479,22.4,11.8,8.9,17.6,29.0,7.8,1.5,1.1,773,36.0,15.1,12.1,15.7,14.9,4.4,0.8,0.9,836,39.6,11.6,10.0,17.6,16.7,4.0,0.5,0.0
"상세직업",사무종사자,779,16.5,12.8,9.6,16.9,31.9,9.1,3.1,0.1,1257,28.3,17.0,11.0,15.3,22.0,4.5,1.8,0.0,1443,33.0,14.3,9.4,15.6,18.7,8.2,0.8,0.0
"상세직업",서비스종사자,321,12.1,15.1,5.5,11.0,35.3,16.0,4.9,0.0,592,31.3,15.1,12.0,14.4,18.5,7.0,1.7,0.0,690,29.8,19.8,9.9,15.6,15.5,7.9,1.5,0.0
"상세직업",판매종사자,448,16.6,12.4,9.4,16.9,28.5,11.1,4.5,0.6,753,30.7,23.4,7.8,12.4,19.5,5.1,1.1,0.0,806,31.1,14.8,12.0,16.4,19.7,5.4,0.7,0.0
"상세직업",농림어업종사자,35,6.1,15.7,5.2,6.5,29.2,31.6,5.7,0.0,67,15.4,5.3,1.6,21.3,28.1,14.6,13.8,0.0,133,22.8,5.0,7.1,12.7,38.1,9.7,4.5,0.2
"상세직업",기능원및관련기능종사자,175,12.5,16.8,7.5,11.6,31.2,19.0,1.3,0.0,291,21.5,18.7,10.8,21.6,17.7,6.5,3.2,0.0,315,28.4,21.5,5.5,19.2,16.9,5.7,2.8,0.0
"상세직업",장치기계조작및조립종사자,228,12.0,12.1,3.8,17.4,32.9,17.6,4.2,0.0,381,29.0,13.1,11.9,19.4,17.6,6.4,2.6,0.0,454,29.3,17.6,7.1,16.2,25.1,3.5,1.0,0.3
"상세직업",단순노무종사자,176,13.2,10.7,7.6,13.4,29.3,21.3,3.5,1.0,365,27.6,11.7,10.0,17.8,18.9,11.3,2.6,0.0,407,30.3,15.0,8.9,13.2,21.6,8.6,2.5,0.0
"상세직업",직업군인,10,0.0,0.0,0.0,57.1,42.9,0.0,0.0,0.0,12,3.6,0.0,75.5,9.8,4.3,6.8,0.0,0.0,11,78.3,7.6,0.0,10.6,3.5,0.0,0.0,0.0
"상세직업",학생,940,33.4,12.7,11.6,10.3,22.9,6.6,1.9,0.7,1428,47.5,15.5,9.1,10.1,15.4,1.5,0.8,0.1,1489,48.4,14.8,10.1,10.8,13.6,1.9,0.5,0.0
"상세직업",전업주부,532,18.1,16.2,5.2,12.9,29.3,13.9,3.4,0.9,982,36.7,10.1,10.6,14.4,17.8,8.2,2.2,0.0,1073,36.5,12.4,9.1,16.4,18.3,6.9,0.5,0.1
"상세직업",군인(직업군인제외),4,0.0,19.5,0.0,27.4,53.1,0.0,0.0,0.0,5,86.7,0.0,0.0,13.3,0.0,0.0,0.0,0.0,8,42.8,29.8,0.0,18.3,0.0,0.0,9.0,0.0
"상세직업",기타/무직,231,29.8,15.8,9.4,8.9,26.9,6.8,1.8,0.6,340,47.4,11.2,9.6,7.6,17.7,4.0,2.6,0.0,423,45.3,16.9,5.4,11.6,15.2,4.5,1.1,0.0
"주택형태",단독주택,1013,17.9,12.9,8.2,13.5,32.5,10.7,3.3,1.1,1495,29.1,10.8,11.5,15.8,21.7,9.2,1.9,0.0,1786,31.6,15.6,7.2,15.2,21.4,7.0,1.9,0.1
"주택형태",아파트,2564,23.3,14.2,8.7,13.6,26.5,10.4,3.1,0.3,4292,37.8,17.5,9.4,13.7,16.2,3.6,1.7,0.2,4735,38.3,15.1,9.3,15.5,16.6,4.4,0.7,-
"주택형태",연립주택빌라다세대주택,819,13.7,10.9,8.7,15.2,33.6,15.1,2.3,0.4,1528,32.9,13.9,10.5,14.9,20.6,5.7,1.5,0.1,1622,34.7,13.6,11.1,13.0,19.3,7.5,0.7,0.0
"주택형태",비거주용건물내의주택,60,56.2,21.7,0.0,9.0,12.8,0.3,0.0,0.0,97,41.1,18.5,26.3,0.0,6.9,5.9,1.4,0.0,139,59.0,21.4,13.0,2.1,3.7,0.2,0.7,0.0
"주택형태",기타,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,19.8,13.1,17.2,0.0,0.0,49.9,0.0,0.0,13,20.7,3.0,1.4,2.1,0.0,72.8,0.0,0.0
"가족구성",1인가구,441,12.4,14.3,7.5,15.4,36.5,10.3,3.7,0.0,822,26.7,18.1,8.6,18.5,23.3,4.0,0.8,0.0,951,30.8,18.4,8.6,11.5,23.9,5.4,1.4,0.0
"가족구성",1세대가구,546,14.6,13.0,6.4,14.8,30.6,16.2,3.8,0.6,958,28.8,11.6,11.5,15.1,20.6,9.1,3.2,0.0,1264,26.1,16.1,9.6,16.3,20.1,10.0,1.6,0.2
"가족구성",2세대가구,3036,22.7,13.4,8.8,13.8,27.0,10.9,2.8,0.6,5015,37.6,16.1,10.1,13.2,16.8,4.5,1.6,0.2,5457,39.5,13.9,9.3,15.0,16.7,4.8,0.8,0.0
"가족구성",3세대가구,215,28.3,7.8,8.1,14.6,30.6,7.1,2.9,0.6,282,40.4,14.3,13.8,11.3,12.9,6.2,1.1,0.0,374,38.2,17.9,9.8,15.6,15.9,1.8,0.9,0.0
"가족구성",기타,219,18.9,17.4,11.5,8.0,34.8,8.2,1.2,0.0,357,30.3,10.7,11.6,17.0,20.1,8.9,1.5,0.0,247,42.0,16.2,7.8,11.0,14.3,8.8,0.0,0.0
"가구원수1",1인가구,441,12.4,14.3,7.5,15.4,36.5,10.3,3.7,0.0,822,26.7,18.1,8.6,18.5,23.3,4.0,0.8,0.0,951,30.8,18.4,8.6,11.5,23.9,5.4,1.4,0.0
"가구원수1",2인가구,919,16.9,14.2,9.1,14.0,29.8,12.8,2.7,0.3,1586,30.8,12.2,10.2,15.3,20.4,8.8,2.3,0.0,1947,29.1,15.5,9.9,16.9,18.4,9.1,1.1,0.1
"가구원수1",3인이상가구,3097,23.1,13.0,8.4,13.5,27.6,10.8,2.9,0.6,5027,37.7,16.0,10.6,13.0,16.4,4.4,1.7,0.2,5395,40.2,14.2,9.1,14.5,16.7,4.4,0.8,0.0
"가구주와의관계",가구주,1698,14.6,14.4,8.3,13.8,32.1,13.1,3.5,0.3,3091,29.3,15.1,10.7,15.8,20.3,6.3,2.3,0.2,3545,30.4,16.5,9.5,15.0,20.6,6.5,1.4,-
"가구주와의관계",가구주의배우자,978,16.9,13.5,5.9,14.8,28.9,14.5,4.3,1.1,1709,31.4,12.9,10.7,15.8,18.6,8.3,2.3,0.0,1982,31.9,13.1,9.0,16.4,19.8,8.9,0.9,-
"가구주와의관계",가구주의자녀,1644,28.8,12.7,10.2,13.4,25.5,7.1,1.8,0.5,2427,44.9,17.9,9.4,10.7,14.7,1.9,0.5,0.1,2544,47.8,15.0,9.3,12.6,13.2,1.9,0.4,0.0
"가구주와의관계",자녀의배우자,20,27.7,7.1,5.0,24.6,30.3,5.3,0.0,0.0,34,23.3,11.5,15.7,6.0,40.0,3.5,0.0,0.0,28,34.6,20.1,14.0,16.0,12.6,2.6,0.0,0.0
"가구주와의관계",손자.녀/그배우자,43,25.7,9.6,5.4,12.9,39.8,6.7,0.0,0.0,67,47.1,10.8,11.9,14.7,15.5,0.0,0.0,0.0,75,47.3,11.7,13.5,18.0,7.8,1.8,0.0,0.0
"가구주와의관계",부모(배우자부모포함),11,39.0,5.5,0.0,0.0,0.0,55.6,0.0,0.0,20,38.5,12.1,0.0,36.3,6.1,0.0,6.9,0.0,22,35.1,5.1,0.0,34.2,13.6,2.0,10.0,0.0
"가구주와의관계",형제자매/그배우자,44,27.0,11.6,18.6,5.4,35.1,2.3,0.0,0.0,73,32.5,14.1,15.6,18.9,11.8,7.1,0.0,0.0,76,56.1,5.4,2.0,21.0,12.1,3.4,0.0,0.0
"가구주와의관계",기타친인척,15,44.2,0.0,0.0,14.8,0.0,41.0,0.0,0.0,10,11.3,5.4,0.0,0.0,32.5,50.9,0.0,0.0,14,34.1,2.0,21.0,4.7,0.0,38.2,0.0,0.0
"가구주와의관계",동거인,4,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9,20.1,0.0,0.0,0.0,79.9,0.0,0.0,0.0
